Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Package ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan or Purchase Option ID,Offer ID,Group ID,First USD 1M Eligible,Promotion ID,Coupon Value,Discount Rate,Featured Product ID,Price Experiment ID,Sales Channel,source_zip,source_csv,order_charged_date_parsed
GPA.3376-0677-4719-17979..8,2026-04-28,1777334645,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3394-9273-7443-83163..14,2026-04-28,1777334684,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3340-6570-4503-58876..22,2026-04-28,1777334904,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Usak,,64100,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3384-6215-1410-24407..5,2026-04-28,1777335016,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3381-1891-6616-09639..10,2026-04-28,1777335067,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3340-5555-5325-71633..14,2026-04-28,1777335285,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,06180,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3380-1850-3441-83436..5,2026-04-28,1777335293,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,ÇağlayanCerit,KAHRAMANMARAŞ,44100,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3344-0097-7058-22991..7,2026-04-28,1777335388,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,01010,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3358-2580-2702-92048..15,2026-04-28,1777335552,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3352-8247-2853-34713..9,2026-04-28,1777336046,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3341-5302-6056-20872..16,2026-04-28,1777336066,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3396-9731-7367-16634..14,2026-04-28,1777336146,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,67850,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3340-2063-5789-69240..8,2026-04-28,1777336238,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,İstanbul,,34394,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3375-2003-9681-41902..2,2026-04-28,1777336662,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3303-3170-5537-52959..11,2026-04-28,1777336943,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3384-5801-9745-65014..12,2026-04-28,1777337026,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3351-7689-0268-98775..16,2026-04-28,1777337075,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,41650,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3330-5061-6839-30852..11,2026-04-28,1777337719,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3398-0476-1450-76384..12,2026-04-28,1777339041,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Maltepe,İSTANBUL,34852,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3301-9771-2459-77752..5,2026-04-28,1777339316,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Istanbul,,34400,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3312-1964-5932-88184..5,2026-04-28,1777339341,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3342-4604-4897-46531,2026-04-28,1777339443,Charged,a34x,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Ifıdkrkkek,İSTANBUL,34000,TR,p1m,,4992198440023195765,Yes,,,,,,In-app,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3363-6427-5024-62362..5,2026-04-28,1777339692,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3366-7332-8771-97524..9,2026-04-28,1777339992,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,80000,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3364-6497-6356-76748..9,2026-04-28,1777340211,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3309-8510-4897-06090..15,2026-04-28,1777340553,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Azdavay,KASTAMONU,00037,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3342-0944-1348-22653..4,2026-04-28,1777340840,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3371-7780-8793-70566..6,2026-04-28,1777341187,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3392-2752-8027-51499..11,2026-04-28,1777342055,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3356-0159-7578-52744..9,2026-04-28,1777343899,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3324-1107-2850-27906..4,2026-04-28,1777345079,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,CAD,6.99,1.05,8.04,Boisbriand,QC,J7H 1M9,CA,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3350-5261-8767-13968,2026-04-28,1777345763,Charged,V2204,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Inegöl,BURSA,16400,TR,p1m,,4992198440023195765,Yes,,,,,,In-app,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3363-1693-3640-73483..15,2026-04-28,1777345966,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Arsuz,HATAY,31290,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3380-0915-7041-99419..0,2026-04-28,1777346150,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3309-6668-9958-15297,2026-04-28,1777346188,Charged,a17x,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,16000,TR,p1m,,4992198440023195765,Yes,,,,,,In-app,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3387-6608-4342-91434..16,2026-04-28,1777346660,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3389-0791-9827-38888..5,2026-04-28,1777347091,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,USD,4.99,0.50,5.49,MOUNT PROSPECT,IL,60056,US,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3399-8780-9669-29387..6,2026-04-28,1777347208,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3315-2599-6893-14984..5,2026-04-28,1777347306,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3359-0446-2116-61699..7,2026-04-28,1777347460,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3322-9427-0133-53559..14,2026-04-28,1777348573,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3318-8687-0738-65105..13,2026-04-28,1777348684,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3383-2334-5630-91870..7,2026-04-28,1777349695,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3335-6655-9558-79638..11,2026-04-28,1777349768,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3362-1513-9537-91508..3,2026-04-28,1777350249,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,09100,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3327-3949-6115-30745..6,2026-04-28,1777350284,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3377-4246-4472-42174,2026-04-28,1777350285,Charged,e3q,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Bornova,İZMIR,35100,TR,p1m,,4992198440023195765,Yes,,,,,,In-app,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3387-4462-0742-81233..6,2026-04-28,1777350346,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3390-0701-0716-17760..8,2026-04-28,1777350872,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Kocaeli,KOCAELI,41700,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3300-3378-5556-20491..8,2026-04-28,1777350900,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3360-8942-8746-80413..8,2026-04-28,1777351074,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3339-1516-3159-51369..2,2026-04-28,1777351573,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3315-0748-4857-05088..5,2026-04-28,1777351775,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,AUD,7.72,0.77,8.49,,,2141,AU,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3336-1675-4479-91278..8,2026-04-28,1777351959,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3389-6469-6468-13533..16,2026-04-28,1777352376,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3384-3329-0552-95130..15,2026-04-28,1777353037,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3347-7445-1353-47624..9,2026-04-28,1777353083,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3323-2936-9472-88698..6,2026-04-28,1777353109,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,34000,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3310-5663-4509-46903..11,2026-04-28,1777353163,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3343-4510-8503-66541..6,2026-04-28,1777353233,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Yenişehir,,21010,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3306-9801-5386-88682..14,2026-04-28,1777353292,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3367-6502-3378-44108..4,2026-04-28,1777353357,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3343-3172-9037-56089..4,2026-04-28,1777353807,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3386-8167-6414-16983..15,2026-04-28,1777353874,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Istanbul,,77587,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3337-4119-3095-46269..14,2026-04-28,1777354316,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3360-2478-4219-57258..21,2026-04-28,1777354739,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3390-4916-8285-48529..7,2026-04-28,1777354743,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,EUR,4.19,0.80,4.99,,,,CY,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3319-1625-2029-19542..9,2026-04-28,1777354873,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3311-7961-1636-91897..8,2026-04-28,1777355456,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3380-4790-4814-14219..0,2026-04-28,1777355899,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3334-7350-0828-26362..6,2026-04-28,1777356305,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,71200,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3344-2683-0019-23317..8,2026-04-28,1777356567,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Karesi,,10100,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3380-1793-3472-84938..12,2026-04-28,1777356655,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3320-8165-1935-00088..8,2026-04-28,1777357125,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3366-5821-5099-10419..23,2026-04-28,1777357240,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3366-8528-3127-65084..6,2026-04-28,1777357735,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3362-8032-7938-54434..6,2026-04-28,1777357959,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3316-6709-2132-81230..3,2026-04-28,1777357977,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3387-0216-0180-10166..10,2026-04-28,1777357994,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3381-4981-4050-11065..14,2026-04-28,1777358611,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3350-2266-3837-98605..17,2026-04-28,1777358775,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,26020,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3360-6770-1481-19958..8,2026-04-28,1777358851,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3369-3809-8015-75581..4,2026-04-28,1777358875,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,16500,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3370-6901-1727-70710..12,2026-04-28,1777359152,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3318-4176-7470-21788..14,2026-04-28,1777359285,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,İstanbul,,34724,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3312-2042-5378-69018..16,2026-04-28,1777359385,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Marmara,BURSA,16000,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
GPA.3307-5610-5130-34382..1,2026-04-28,1777359577,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,20100,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-28
